TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAgeGroup,Cluster
466.64,Debit,Las Vegas,ATM,58,Doctor,11.0,1,10915.11,Middle-aged,0
397.01,Debit,Los Angeles,ATM,22,Student,100.00000000000001,1,719.52,Teenager,1
472.48,Debit,New York,Branch,55,Engineer,87.0,1,7128.82,Middle-aged,0
67.15,Debit,Indianapolis,Online,59,Doctor,14.0,1,9028.49,Middle-aged,0
102.67,Debit,Albuquerque,Branch,79,Retired,119.0,1,4656.94,Senior,0
460.09,Credit,Fresno,Online,35,Doctor,146.0,3,6990.64,Adult,1
453.49,Debit,Seattle,Branch,66,Doctor,147.0,1,6366.43,Senior,0
267.17,Debit,Seattle,ATM,26,Student,170.0,1,1382.62,Adult,1
111.26,Debit,Boston,ATM,66,Doctor,43.0,1,14350.11,Senior,0
121.17000000000002,Debit,Phoenix,ATM,68,Doctor,158.0,1,12990.77,Senior,0
213.28,Debit,Mesa,Branch,51,Retired,94.0,1,4835.91,Middle-aged,0
187.88,Debit,Nashville,ATM,60,Engineer,180.0,1,2154.58,Middle-aged,0
471.88,Credit,San Jose,Online,34,Doctor,141.0,1,14833.34,Adult,1
83.79,Debit,Nashville,ATM,57,Engineer,47.0,1,5061.3,Middle-aged,0
212.14,Debit,Austin,Branch,72,Retired,105.0,1,7225.06,Senior,0
99.16,Debit,San Francisco,Online,79,Retired,202.0,1,2607.58,Senior,0
839.33,Credit,Louisville,Branch,60,Doctor,86.0,1,11538.97,Middle-aged,0
29.91,Credit,Philadelphia,Online,76,Retired,43.0,3,2834.84,Senior,0
4.24,Debit,San Diego,Online,38,Engineer,37.99999999999999,1,7822.729999999999,Adult,1
50.29,Credit,Raleigh,Online,58,Doctor,64.0,1,7604.9,Middle-aged,0
135.85,Debit,Fresno,Online,57,Retired,269.0,1,1480.39,Middle-aged,0
368.53,Debit,Raleigh,Branch,68,Doctor,34.0,1,13696.31,Senior,0
17.95,Credit,Sacramento,Branch,64,Doctor,135.0,1,12344.9,Senior,0
127.8,Credit,Virginia Beach,Branch,31,Engineer,47.0,1,8630.99,Adult,1
16.73,Debit,Houston,Online,45,Engineer,48.0,1,2202.62,Adult,0
317.12,Debit,Fort Worth,Branch,44,Doctor,80.0,1,14409.74,Adult,1
476.63,Debit,Charlotte,ATM,79,Retired,115.0,1,4894.25,Senior,0
156.58,Debit,Portland,Branch,24,Student,160.0,1,8981.61,Teenager,1
55.12,Credit,Houston,Online,34,Engineer,261.0,1,3791.99,Adult,1
15.74,Debit,Denver,Branch,27,Student,37.99999999999999,1,690.16,Adult,1
353.68,Debit,Las Vegas,Online,70,Retired,145.0,1,6777.12,Senior,0
297.15,Debit,Phoenix,Online,76,Retired,178.0,1,5449.37,Senior,0
647.85,Debit,Omaha,Branch,36,Doctor,121.0,1,13779.97,Adult,1
75.04,Debit,El Paso,ATM,49,Engineer,178.0,1,9648.6,Middle-aged,0
273.92,Debit,Virginia Beach,Online,28,Student,35.0,1,1029.15,Adult,1
215.8,Credit,Jacksonville,Branch,51,Retired,66.0,1,3656.62,Middle-aged,0
963.77,Debit,Louisville,ATM,41,Engineer,247.99999999999997,1,6710.51,Adult,1
420.6,Debit,Louisville,Branch,26,Student,55.0,1,1778.75,Adult,1
688.36,Credit,Memphis,Branch,23,Student,22.0,1,5191.13,Teenager,1
285.18,Credit,Sacramento,Branch,55,Doctor,150.0,1,14847.97,Middle-aged,0
213.55,Debit,Boston,ATM,63,Doctor,15.0,1,5238.37,Senior,0
463.11,Credit,Las Vegas,Branch,51,Doctor,159.0,1,10238.82,Middle-aged,0
150.03,Debit,Columbus,ATM,73,Retired,176.0,1,7491.42,Senior,0
428.61,Debit,Fresno,Branch,51,Retired,131.0,1,2116.36,Middle-aged,0
309.56,Debit,Charlotte,Online,58,Doctor,147.0,1,972.04,Middle-aged,0
377.08,Credit,Mesa,Branch,26,Student,71.0,1,6430.86,Adult,1
77.25,Debit,Virginia Beach,Branch,68,Doctor,157.0,1,14077.97,Senior,0
146.92,Debit,Portland,ATM,64,Retired,272.0,1,3990.6,Senior,0
126.6,Debit,San Antonio,Branch,22,Student,146.0,1,961.6499999999999,Teenager,1
101.34,Debit,Boston,ATM,24,Student,45.99999999999999,1,703.2599999999999,Teenager,1
184.97,Debit,Denver,Branch,58,Doctor,268.0,1,1156.67,Middle-aged,0
451.15,Debit,Colorado Springs,ATM,46,Engineer,175.0,1,1356.47,Middle-aged,0
516.47,Credit,Charlotte,ATM,25,Student,94.0,1,1305.06,Teenager,1
880.04,Debit,Sacramento,ATM,25,Student,29.000000000000004,1,261.97,Teenager,1
353.69,Debit,San Jose,Online,59,Engineer,163.0,1,9500.79,Middle-aged,0
66.69,Credit,San Antonio,Branch,25,Student,140.0,1,1210.33,Teenager,1
95.75,Debit,Los Angeles,Branch,31,Engineer,169.0,1,337.62,Adult,1
43.91,Debit,Albuquerque,Online,27,Student,86.0,1,1806.68,Adult,1
98.03,Debit,El Paso,Branch,54,Engineer,165.0,1,6323.45,Middle-aged,0
617.66,Debit,Boston,ATM,42,Engineer,128.0,1,7155.95,Adult,1
888.57,Debit,San Antonio,Online,62,Retired,102.0,1,7896.14,Senior,0
107.48,Debit,Omaha,Branch,22,Student,129.0,1,591.2299999999999,Teenager,1
36.57,Debit,Omaha,ATM,62,Retired,69.00000000000001,1,2583.07,Senior,0
575.62,Debit,Oklahoma City,Online,43,Doctor,129.0,1,234.40999999999997,Adult,1
84.89,Debit,San Jose,ATM,37,Engineer,70.0,1,4735.61,Adult,1
832.3,Credit,Austin,Branch,69,Retired,86.0,1,6617.52,Senior,0
180.65,Debit,Charlotte,Branch,22,Student,37.99999999999999,5,816.0099999999999,Teenager,1
7.759999999999999,Credit,Las Vegas,Online,52,Retired,84.00000000000001,1,7393.11,Middle-aged,0
109.3,Debit,Fort Worth,Branch,56,Doctor,26.999999999999996,1,13510.11,Middle-aged,0
230.08,Debit,Austin,Online,79,Retired,123.99999999999999,1,4466.1,Senior,0
361.92,Debit,Detroit,ATM,54,Retired,111.0,1,7474.31,Middle-aged,0
71.29,Debit,Chicago,ATM,68,Retired,55.0,2,7225.63,Senior,0
122.44999999999999,Debit,New York,Branch,46,Doctor,98.0,1,7255.49,Middle-aged,0
642.53,Debit,Mesa,ATM,65,Doctor,128.0,1,11417.91,Senior,0
62.86000000000001,Debit,Houston,Branch,25,Student,30.999999999999996,1,1040.43,Teenager,1
175.21,Credit,Mesa,ATM,69,Doctor,69.00000000000001,1,6039.04,Senior,0
168.0,Credit,Tucson,Branch,32,Engineer,11.0,1,3498.58,Adult,1
11.46,Debit,Chicago,Online,67,Retired,73.0,1,6628.75,Senior,0
382.07,Credit,Omaha,Branch,62,Doctor,147.0,1,10156.09,Senior,0
13.48,Debit,Las Vegas,Online,18,Student,20.0,3,521.88,Teenager,1
65.32,Debit,Mesa,ATM,28,Student,53.99999999999999,1,9165.02,Adult,1
83.07,Debit,Miami,Branch,27,Engineer,291.0,4,6704.76,Adult,1
730.1,Credit,Chicago,Branch,77,Retired,93.0,1,6384.05,Senior,0
85.31,Debit,Kansas City,ATM,62,Retired,26.999999999999996,1,6095.65,Senior,0
726.61,Debit,Phoenix,ATM,18,Student,277.0,1,1008.76,Teenager,1
130.4,Debit,Raleigh,Branch,45,Engineer,63.0,1,4381.24,Adult,0
68.1,Debit,Milwaukee,ATM,20,Student,47.0,1,1382.8,Teenager,1
65.26,Debit,Sacramento,Branch,26,Student,72.0,1,7380.63,Adult,1
191.62,Debit,Jacksonville,Branch,63,Doctor,51.00000000000001,1,1981.6700000000003,Senior,0
212.88,Debit,Fresno,Online,39,Doctor,122.0,1,7036.72,Adult,1
88.38,Debit,Virginia Beach,ATM,30,Engineer,138.0,1,3707.82,Adult,1
48.77,Credit,Austin,Online,42,Engineer,51.00000000000001,1,2040.1600000000003,Adult,1
289.1,Debit,Baltimore,ATM,27,Student,206.0,1,267.53,Adult,1
390.09,Debit,El Paso,Online,26,Engineer,49.0,1,2617.23,Adult,1
48.29,Debit,San Diego,Online,37,Engineer,242.0,1,8883.4,Adult,1
333.83,Debit,Fresno,ATM,63,Retired,135.0,1,1660.66,Senior,0
1074.29,Debit,Portland,Branch,67,Retired,79.0,1,2011.6,Senior,0
100.27,Debit,Miami,Online,79,Retired,51.00000000000001,1,4309.9,Senior,0
44.54,Debit,San Antonio,ATM,31,Engineer,164.0,1,362.4,Adult,1
1156.18,Credit,Phoenix,Online,52,Doctor,40.0,1,836.69,Middle-aged,0
82.17,Debit,Fort Worth,Branch,28,Student,21.000000000000004,1,1913.06,Adult,1
1045.45,Debit,Baltimore,Online,19,Student,150.0,1,563.46,Teenager,1
447.42,Debit,Charlotte,Online,32,Engineer,65.0,1,6133.22,Adult,1
590.26,Credit,Austin,Branch,25,Student,48.0,1,1068.28,Teenager,1
192.73,Debit,Milwaukee,Branch,71,Retired,157.0,1,2037.7499999999998,Senior,0
146.01,Debit,San Francisco,Online,26,Student,269.0,1,221.79,Adult,1
136.05,Debit,Atlanta,Online,24,Student,63.0,3,1127.54,Teenager,1
11.57,Credit,New York,Branch,56,Retired,64.0,1,2061.61,Middle-aged,0
102.34,Debit,San Antonio,Online,51,Doctor,78.0,1,9326.28,Middle-aged,0
7.820000000000001,Debit,Boston,ATM,36,Engineer,273.0,1,2240.49,Adult,1
79.43,Debit,Dallas,ATM,74,Retired,72.0,1,6579.37,Senior,0
386.97,Debit,Raleigh,Branch,58,Retired,137.0,1,1876.35,Middle-aged,0
51.22,Debit,Fresno,Branch,23,Student,82.0,1,1664.59,Teenager,1
256.05,Debit,Nashville,ATM,54,Retired,35.0,1,6910.18,Middle-aged,0
7.79,Debit,Los Angeles,Branch,34,Doctor,298.0,1,1319.85,Adult,1
233.71,Debit,Louisville,Branch,63,Doctor,11.0,1,6095.5,Senior,0
176.37,Debit,Boston,Branch,55,Retired,126.0,1,2420.86,Middle-aged,0
122.62999999999998,Debit,Milwaukee,Branch,21,Student,153.0,1,359.06,Teenager,1
86.41,Debit,Fresno,ATM,75,Retired,125.0,1,3128.71,Senior,0
21.57,Debit,San Francisco,ATM,54,Retired,71.0,1,7587.48,Middle-aged,0
82.67,Debit,Milwaukee,Branch,26,Student,45.99999999999999,1,290.59,Adult,1
451.35,Credit,Baltimore,Branch,47,Engineer,223.0,1,7707.959999999999,Middle-aged,0
299.42,Credit,San Jose,Branch,63,Retired,53.00000000000001,1,4735.41,Senior,0
543.47,Debit,Los Angeles,ATM,18,Student,122.0,1,6165.03,Teenager,1
346.76,Credit,San Jose,Branch,21,Student,116.00000000000001,1,1637.75,Teenager,1
47.48,Debit,El Paso,Branch,24,Student,66.0,1,585.5199999999999,Teenager,1
64.92,Debit,Atlanta,Branch,58,Engineer,236.0,1,5481.76,Middle-aged,0
350.72,Credit,Fresno,ATM,28,Student,48.0,1,1982.8999999999999,Adult,1
3.8000000000000003,Debit,Charlotte,Online,65,Doctor,174.0,1,5766.96,Senior,0
22.54,Debit,El Paso,Online,26,Engineer,42.00000000000001,1,7139.11,Adult,1
767.14,Credit,Mesa,Branch,62,Retired,37.99999999999999,1,4732.57,Senior,0
167.47,Debit,Sacramento,ATM,35,Engineer,103.0,1,2293.13,Adult,1
43.65,Credit,Charlotte,Branch,30,Engineer,212.0,1,2870.67,Adult,1
391.08,Debit,Fresno,Online,56,Retired,105.0,1,6885.16,Middle-aged,0
390.77,Debit,Portland,Online,44,Doctor,34.0,1,5500.56,Adult,1
508.15999999999997,Debit,Mesa,ATM,39,Engineer,131.0,1,5609.44,Adult,1
36.76,Credit,Philadelphia,Online,65,Retired,107.99999999999999,1,1228.93,Senior,0
332.33,Debit,Kansas City,ATM,27,Student,101.0,1,192.63,Adult,1
362.09,Debit,New York,Branch,32,Engineer,30.999999999999996,1,6590.28,Adult,1
42.58,Debit,San Jose,Online,30,Doctor,80.0,1,13485.0,Adult,1
122.35,Credit,Atlanta,Branch,53,Retired,188.0,1,6472.5,Middle-aged,0
248.65999999999997,Debit,Chicago,Online,28,Engineer,113.0,1,2571.39,Adult,1
461.25,Credit,Sacramento,Online,54,Doctor,171.0,1,676.0999999999999,Middle-aged,0
61.77000000000001,Debit,Charlotte,Branch,56,Doctor,49.0,1,12352.2,Middle-aged,0
268.92,Debit,Chicago,Branch,29,Engineer,148.0,1,8765.38,Adult,1
303.97,Debit,Fort Worth,Online,24,Student,77.0,5,1590.88,Teenager,1
219.02,Credit,San Diego,Online,54,Engineer,68.00000000000001,1,7375.73,Middle-aged,0
125.14,Debit,Baltimore,Branch,20,Student,30.999999999999996,1,1845.18,Teenager,1
47.6,Debit,Austin,Online,53,Engineer,115.0,1,1382.51,Middle-aged,0
592.82,Debit,Memphis,Online,74,Retired,247.99999999999997,1,7508.98,Senior,0
372.5,Debit,Nashville,ATM,22,Student,211.0,1,3901.82,Teenager,1
4.72,Debit,Fort Worth,Branch,32,Engineer,20.0,1,4792.01,Adult,1
144.93,Debit,Fresno,Branch,42,Engineer,74.0,1,6887.52,Adult,1
316.56,Debit,Denver,Online,28,Engineer,261.0,1,8643.51,Adult,1
9.18,Debit,San Francisco,Online,22,Student,140.0,1,887.3199999999999,Teenager,1
421.25,Debit,Fort Worth,Online,25,Student,66.0,1,7174.69,Teenager,1
185.71,Debit,Virginia Beach,Branch,48,Engineer,194.0,1,2679.91,Middle-aged,0
1432.02,Debit,Louisville,Branch,60,Retired,138.0,1,4315.07,Middle-aged,0
26.27,Credit,Portland,Online,45,Engineer,177.0,1,8853.93,Adult,0
297.03,Debit,Austin,Online,61,Retired,151.0,1,1088.62,Senior,0
341.67,Debit,Omaha,Branch,53,Retired,96.0,5,1442.29,Middle-aged,0
99.52,Debit,San Diego,ATM,52,Engineer,127.0,1,3798.0900000000006,Middle-aged,0
881.1,Debit,Phoenix,Branch,28,Student,16.0,1,9951.68,Adult,1
139.69,Debit,Indianapolis,Online,52,Engineer,180.0,1,9567.94,Middle-aged,0
42.72,Debit,Nashville,ATM,37,Engineer,143.0,1,2669.66,Adult,1
112.72,Debit,Washington,Branch,31,Doctor,17.0,1,9630.0,Adult,1
568.88,Debit,Nashville,Branch,19,Student,105.0,1,1307.86,Teenager,1
189.03,Debit,Oklahoma City,ATM,28,Student,50.00000000000001,1,1916.46,Adult,1
199.8,Debit,Detroit,ATM,20,Student,163.0,1,167.28,Teenager,1
189.08,Debit,Miami,Branch,68,Doctor,238.0,1,10790.8,Senior,0
958.9,Debit,Memphis,Branch,31,Engineer,135.0,1,9977.49,Adult,1
409.59,Debit,Albuquerque,Online,35,Doctor,50.00000000000001,1,14563.02,Adult,1
349.34,Credit,Indianapolis,ATM,28,Student,245.0,1,614.1399999999999,Adult,1
283.15,Debit,Baltimore,Online,24,Student,180.0,1,603.79,Teenager,1
151.82,Debit,Chicago,ATM,51,Retired,105.0,1,2197.12,Middle-aged,0
438.59,Debit,San Jose,Online,37,Engineer,103.0,1,8994.39,Adult,1
590.57,Debit,Milwaukee,ATM,79,Retired,93.0,1,3224.6,Senior,0
63.74,Debit,Chicago,Online,63,Retired,30.999999999999996,1,4336.4,Senior,0
77.02,Credit,Miami,Online,59,Doctor,132.0,1,800.8299999999999,Middle-aged,0
501.15,Debit,Phoenix,Branch,47,Engineer,208.0,1,8821.84,Middle-aged,0
917.81,Debit,Kansas City,ATM,64,Retired,75.0,2,3173.17,Senior,0
8.95,Debit,Oklahoma City,Online,76,Retired,102.0,1,3299.84,Senior,0
173.6,Debit,Austin,Online,21,Student,160.0,1,421.44,Teenager,1
149.4,Debit,Chicago,ATM,53,Retired,123.0,1,1035.22,Middle-aged,0
388.21,Credit,Columbus,Branch,53,Doctor,237.0,1,9724.49,Middle-aged,0
484.3,Credit,Boston,Online,61,Retired,230.0,3,7910.300000000001,Senior,0
126.04,Credit,Charlotte,Branch,65,Retired,167.0,1,6041.69,Senior,0
52.04,Credit,Colorado Springs,Branch,50,Doctor,30.999999999999996,1,8436.12,Middle-aged,0
389.7,Credit,Austin,Branch,62,Doctor,215.99999999999997,1,7125.15,Senior,0
161.1,Credit,Miami,ATM,19,Student,104.0,1,239.11999999999998,Teenager,1
309.77,Credit,San Antonio,Online,67,Retired,137.0,1,4378.14,Senior,0
838.57,Debit,Phoenix,ATM,41,Doctor,273.0,1,14576.47,Adult,1
202.55,Debit,Dallas,ATM,21,Student,34.0,2,701.7299999999999,Teenager,1
724.18,Debit,Fort Worth,Branch,41,Doctor,134.0,1,10922.78,Adult,1
124.98,Debit,Washington,ATM,24,Student,78.0,1,641.9999999999999,Teenager,1
487.32,Debit,Kansas City,Branch,52,Doctor,164.0,1,7707.959999999999,Middle-aged,0
635.91,Credit,Jacksonville,Branch,46,Doctor,78.0,1,13267.09,Middle-aged,0
205.65,Debit,Houston,Branch,62,Retired,144.0,1,3582.16,Senior,0
39.41,Debit,Louisville,Branch,25,Student,132.0,1,921.91,Teenager,1
254.00000000000003,Debit,Nashville,Branch,35,Doctor,63.0,1,5788.53,Adult,1
436.8,Debit,Houston,Branch,36,Engineer,213.0,1,4515.43,Adult,1
224.73,Debit,Miami,Branch,76,Retired,63.0,1,7551.890000000001,Senior,0
752.69,Credit,Dallas,ATM,65,Doctor,115.0,1,14489.69,Senior,0
78.5,Credit,San Jose,Branch,31,Doctor,41.0,1,13991.5,Adult,1
50.0,Credit,Jacksonville,ATM,53,Doctor,87.0,1,185.87,Middle-aged,0
132.42,Debit,Denver,ATM,18,Student,164.0,1,726.3899999999999,Teenager,1
11.67,Debit,Fort Worth,Branch,76,Retired,105.0,1,7458.629999999999,Senior,0
83.16,Debit,Los Angeles,ATM,61,Retired,177.0,1,3065.87,Senior,0
149.02,Credit,Fort Worth,Branch,46,Engineer,176.0,1,9379.72,Middle-aged,0
74.27,Credit,Memphis,Online,59,Doctor,148.0,1,13696.61,Middle-aged,0
876.57,Credit,Portland,ATM,62,Retired,118.0,1,3743.6300000000006,Senior,0
615.58,Debit,Jacksonville,ATM,42,Doctor,133.0,1,14343.0,Adult,1
643.03,Credit,Jacksonville,Online,36,Engineer,52.00000000000001,1,2882.16,Adult,1
7.950000000000001,Debit,Phoenix,ATM,79,Retired,65.0,1,5631.2,Senior,0
270.92,Credit,Louisville,Branch,77,Retired,143.0,1,4574.43,Senior,0
499.47999999999996,Debit,Charlotte,ATM,24,Student,133.0,1,1242.62,Teenager,1
841.5,Credit,Atlanta,Branch,25,Student,287.0,1,352.31,Teenager,1
138.82,Debit,Fort Worth,Online,77,Retired,53.00000000000001,1,3100.22,Senior,0
231.46,Credit,Miami,Branch,60,Engineer,83.0,1,4707.24,Middle-aged,0
292.08,Debit,Columbus,ATM,72,Retired,32.0,1,7950.48,Senior,0
63.98,Debit,Baltimore,Online,54,Doctor,258.0,1,7954.12,Middle-aged,0
235.21,Debit,Boston,Branch,67,Doctor,74.0,1,5946.61,Senior,0
201.73,Debit,Baltimore,Online,57,Engineer,78.0,1,6650.71,Middle-aged,0
161.31,Debit,Nashville,ATM,28,Student,13.0,1,1268.67,Adult,1
18.41,Debit,Atlanta,Branch,53,Doctor,168.00000000000003,1,8287.54,Middle-aged,0
471.75,Credit,San Jose,Branch,34,Doctor,41.0,1,12948.5,Adult,1
290.02,Debit,Milwaukee,Branch,55,Engineer,246.0,1,4746.71,Middle-aged,0
48.05,Debit,New York,Branch,27,Engineer,37.99999999999999,1,5334.97,Adult,1
359.42,Debit,Baltimore,Branch,55,Doctor,30.0,1,1765.45,Middle-aged,0
32.91,Debit,Fort Worth,Online,19,Student,255.0,1,427.3,Teenager,1
3.8000000000000003,Debit,Denver,Branch,67,Retired,140.0,1,6285.39,Senior,0
31.81,Debit,Fort Worth,Online,51,Retired,149.0,1,1406.6,Middle-aged,0
220.2,Debit,Boston,Online,28,Student,102.0,1,1075.15,Adult,1
476.03,Credit,Houston,Branch,77,Retired,99.0,1,5958.34,Senior,0
141.91,Debit,Miami,Branch,23,Student,49.0,1,791.9699999999999,Teenager,1
95.83,Debit,Washington,Online,27,Student,91.0,1,1726.4,Adult,1
51.15,Credit,Los Angeles,Branch,46,Engineer,199.0,1,8992.25,Middle-aged,0
1192.2,Credit,Jacksonville,Branch,60,Retired,103.0,5,7816.410000000001,Middle-aged,0
50.75,Debit,Boston,ATM,62,Doctor,185.0,1,8271.47,Senior,0
185.07,Debit,Colorado Springs,Branch,22,Student,159.0,1,636.42,Teenager,1
293.54,Debit,Sacramento,Online,40,Engineer,45.0,1,2290.1,Adult,1
23.38,Debit,Memphis,Branch,32,Engineer,89.0,1,9968.49,Adult,1
285.26,Debit,Atlanta,ATM,28,Student,93.0,1,167.72,Adult,1
129.48,Debit,Seattle,ATM,31,Engineer,179.0,1,7581.7,Adult,1
743.03,Debit,New York,ATM,50,Engineer,174.0,1,4111.38,Middle-aged,0
297.86,Credit,Milwaukee,ATM,28,Student,96.0,1,1680.14,Adult,1
231.92,Debit,Indianapolis,ATM,66,Doctor,12.0,1,5715.08,Senior,0
295.82,Credit,Chicago,Branch,47,Engineer,45.99999999999999,1,5897.73,Middle-aged,0
302.86,Debit,Los Angeles,Online,55,Doctor,275.0,1,5239.24,Middle-aged,0
81.08,Debit,Omaha,ATM,58,Engineer,56.0,1,7788.910000000001,Middle-aged,0
775.6,Credit,Mesa,Branch,79,Retired,158.0,1,3898.6400000000003,Senior,0
178.43,Debit,Baltimore,Branch,26,Student,136.0,1,1214.93,Adult,1
211.91,Debit,Indianapolis,Online,20,Student,181.0,1,927.4699999999999,Teenager,1
17.21,Debit,Omaha,Online,23,Student,219.0,1,914.16,Teenager,1
124.22,Debit,Charlotte,ATM,23,Student,172.0,1,9695.04,Teenager,1
38.37,Debit,San Antonio,ATM,63,Doctor,135.0,1,8647.04,Senior,0
269.79,Debit,San Jose,ATM,52,Engineer,17.0,1,1292.1,Middle-aged,0
605.42,Debit,Mesa,ATM,21,Student,33.0,1,392.34,Teenager,1
11.19,Debit,Austin,ATM,60,Engineer,40.0,1,9877.17,Middle-aged,0
29.19,Credit,Nashville,Branch,58,Doctor,41.0,1,12059.85,Middle-aged,0
701.7,Credit,Seattle,Online,61,Retired,64.0,1,6643.24,Senior,0
862.34,Debit,Kansas City,Branch,57,Doctor,72.0,1,9903.48,Middle-aged,0
410.97,Debit,Los Angeles,ATM,22,Student,45.0,1,151.42,Teenager,1
36.97,Debit,Virginia Beach,Branch,41,Engineer,79.0,1,2850.92,Adult,1
137.59,Debit,Nashville,ATM,30,Doctor,95.0,1,10679.67,Adult,1
168.11,Credit,New York,Online,51,Doctor,12.0,1,10652.13,Middle-aged,0
430.98,Debit,Baltimore,Branch,24,Student,93.0,1,569.25,Teenager,1
13.87,Debit,Phoenix,Branch,24,Student,20.0,1,954.83,Teenager,1
642.68,Debit,Jacksonville,ATM,76,Retired,66.0,1,1831.2,Senior,0
175.07,Debit,Las Vegas,Online,28,Engineer,169.0,2,9274.64,Adult,1
302.82,Debit,Jacksonville,ATM,36,Engineer,175.0,1,9384.54,Adult,1
1647.74,Debit,Louisville,ATM,67,Retired,52.00000000000001,1,1483.84,Senior,0
406.81,Debit,New York,Online,66,Retired,84.00000000000001,1,1968.3600000000001,Senior,0
256.3,Debit,New York,Online,53,Retired,172.0,1,4203.05,Middle-aged,0
80.96,Credit,Jacksonville,Online,19,Student,97.0,1,959.9399999999999,Teenager,1
95.78,Debit,Atlanta,Online,22,Student,26.999999999999996,1,271.64,Teenager,1
379.54,Credit,Indianapolis,Branch,41,Doctor,118.0,1,12571.76,Adult,1
903.19,Debit,El Paso,Online,22,Student,65.0,1,8627.08,Teenager,1
142.19,Debit,Houston,Branch,18,Student,26.999999999999996,4,524.46,Teenager,1
847.45,Debit,Jacksonville,Branch,28,Student,175.0,1,422.32,Adult,1
295.18,Credit,Dallas,Branch,66,Doctor,30.999999999999996,1,12961.53,Senior,0
18.46,Debit,Charlotte,Branch,68,Retired,213.0,1,6381.6,Senior,0
603.23,Debit,Detroit,Branch,28,Student,48.0,1,117.98000000000002,Adult,1
54.5,Credit,Philadelphia,Branch,57,Retired,147.0,1,1715.22,Middle-aged,0
414.77,Debit,San Francisco,Online,29,Doctor,274.0,1,5599.81,Adult,1
886.19,Debit,Colorado Springs,Branch,61,Retired,69.00000000000001,1,7904.240000000001,Senior,0
440.03,Debit,San Jose,Online,49,Engineer,88.0,1,1490.44,Middle-aged,0
35.46,Debit,Nashville,ATM,56,Retired,285.0,1,1532.72,Middle-aged,0
76.39,Debit,Denver,Branch,18,Student,219.0,1,5976.0,Teenager,1
595.91,Credit,San Antonio,ATM,19,Student,162.0,1,1673.76,Teenager,1
6.03,Debit,Chicago,Branch,76,Retired,70.0,1,3290.72,Senior,0
249.34,Debit,Charlotte,ATM,26,Engineer,197.0,1,3030.97,Adult,1
421.52,Debit,San Jose,Branch,20,Student,67.0,1,369.86,Teenager,1
189.77,Debit,Raleigh,Branch,58,Engineer,24.0,1,6570.36,Middle-aged,0
73.19,Debit,Atlanta,Branch,76,Retired,213.0,1,2264.98,Senior,0
188.13,Credit,Jacksonville,Online,75,Retired,198.0,1,5029.87,Senior,0
30.52,Debit,Jacksonville,Branch,62,Doctor,122.0,1,12327.74,Senior,0
1235.69,Credit,San Jose,Branch,20,Student,118.0,1,420.25,Teenager,1
1159.39,Debit,Oklahoma City,Online,41,Doctor,150.0,1,6499.53,Adult,1
170.24,Debit,San Francisco,Branch,62,Retired,133.0,1,5172.99,Senior,0
56.62,Debit,Austin,Branch,54,Doctor,121.0,1,8981.1,Middle-aged,0
53.14,Debit,Las Vegas,ATM,34,Doctor,70.0,1,7914.999999999999,Adult,1
587.23,Debit,Omaha,Online,27,Student,144.0,1,500.84,Adult,1
146.15,Debit,Phoenix,Branch,43,Doctor,75.0,1,13784.4,Adult,1
21.27,Credit,Indianapolis,Online,62,Retired,114.0,1,7392.79,Senior,0
1397.59,Credit,Austin,ATM,26,Student,144.0,1,1134.79,Adult,1
76.02,Credit,Albuquerque,Online,34,Doctor,189.0,1,14765.41,Adult,1
170.19,Credit,Los Angeles,Branch,27,Student,156.0,5,745.87,Adult,1
155.51,Debit,Raleigh,ATM,68,Doctor,15.0,1,5360.19,Senior,0
135.15,Debit,Colorado Springs,Online,72,Retired,50.00000000000001,1,5878.14,Senior,0
39.48,Debit,Omaha,ATM,56,Retired,37.99999999999999,1,5889.51,Middle-aged,0
451.68,Debit,Houston,Online,33,Engineer,15.0,1,4381.54,Adult,1
19.11,Credit,Colorado Springs,Online,49,Engineer,160.0,1,8478.46,Middle-aged,0
355.0,Credit,Fort Worth,Online,26,Student,33.0,1,185.47,Adult,1
427.69,Debit,Raleigh,ATM,43,Engineer,236.0,1,2443.54,Adult,1
254.86,Debit,Boston,Branch,23,Student,102.0,1,699.8999999999999,Teenager,1
19.48,Debit,Dallas,ATM,27,Engineer,114.0,1,4739.59,Adult,1
190.17,Debit,Baltimore,ATM,49,Doctor,265.0,1,12893.85,Middle-aged,0
91.38,Debit,Jacksonville,ATM,65,Retired,179.0,1,2402.58,Senior,0
206.63,Credit,Oklahoma City,Online,59,Retired,128.0,1,7626.53,Middle-aged,0
93.22,Debit,Charlotte,Online,52,Retired,52.00000000000001,1,1014.6300000000001,Middle-aged,0
547.98,Debit,Oklahoma City,ATM,28,Student,171.0,1,1358.54,Adult,1
641.06,Debit,Colorado Springs,ATM,23,Student,25.000000000000004,1,1602.13,Teenager,1
314.55,Credit,Dallas,Branch,27,Student,18.999999999999996,2,1105.89,Adult,1
836.45,Debit,Virginia Beach,Online,61,Retired,63.0,1,1731.89,Senior,0
1095.09,Debit,San Francisco,ATM,29,Engineer,52.00000000000001,1,8692.47,Adult,1
189.45,Credit,Boston,Branch,53,Doctor,61.99999999999999,1,12578.75,Middle-aged,0
